"","TEAM_ABBREVIATION","ADV_TEAM_ABREVIATION","START_POSITION","MIN","FGM","FGA","FG3M","FG3A","FTM","FTA","OREB","DREB","AST","STL","BLK","TO","PF","PTS","PLUS_MINUS","RCK","WIN"
"4407","LAC","MIL","Not Started",1414,3,7,0,0,5,7,2,5,2,0,1,0,3,11,-26,"NoRookie","Lose"
"4408","LAC","MIL","Not Started",443,0,3,0,3,0,0,0,2,1,0,0,0,2,0,-3,"NoRookie","Lose"
"4410","MIL","LAC","Forward",1529,7,9,3,3,0,0,0,6,5,0,1,1,3,17,14,"NoRookie","Win"
"4411","MIL","LAC","Forward",1580,11,20,1,4,4,6,3,8,4,0,0,4,3,27,7,"NoRookie","Win"
"4412","MIL","LAC","Center",1482,2,12,0,5,2,2,0,3,0,0,3,0,2,6,9,"NoRookie","Win"
"4413","MIL","LAC","Guard",1364,3,6,3,5,0,0,2,5,3,0,0,1,1,9,18,"NoRookie","Win"
"4414","MIL","LAC","Guard",1375,4,10,2,4,0,0,0,1,5,2,0,2,2,10,28,"NoRookie","Win"
"4415","MIL","LAC","Not Started",1268,5,5,2,2,1,1,0,4,1,0,0,1,2,13,35,"NoRookie","Win"
"4416","MIL","LAC","Not Started",593,5,11,1,3,2,2,2,2,1,0,0,0,4,13,24,"NoRookie","Win"
"4417","MIL","LAC","Not Started",969,2,3,0,1,2,2,1,1,4,3,0,0,1,6,8,"NoRookie","Win"
"4418","MIL","LAC","Not Started",1130,0,1,0,1,0,0,0,4,3,0,0,1,2,0,13,"NoRookie","Win"
"4419","MIL","LAC","Not Started",709,1,5,0,2,0,0,3,1,1,0,2,1,0,2,-15,"NoRookie","Win"
"4420","MIL","LAC","Not Started",536,1,2,1,1,0,2,0,1,1,2,0,1,1,3,-8,"NoRookie","Win"
"4421","MIL","LAC","Not Started",536,1,3,0,1,0,0,0,1,0,0,0,1,1,2,-8,"NoRookie","Win"
"4422","LAC","MIL","Not Started",1177,3,12,0,3,0,0,0,3,2,1,0,1,1,6,-6,"Rookie","Lose"
"4423","LAC","MIL","Not Started",607,1,1,0,0,0,0,0,1,0,1,0,1,1,2,3,"Rookie","Lose"
"4424","LAC","MIL","Not Started",587,0,2,0,1,3,3,1,0,1,1,0,0,0,3,4,"Rookie","Lose"
"4425","LAC","MIL","Not Started",565,2,7,0,3,1,1,0,2,0,1,0,0,0,5,6,"Rookie","Lose"
"4426","MIL","LAC","Not Started",1329,2,7,1,4,6,6,2,3,1,4,0,2,1,11,15,"Rookie","Win"
"4427","MIN","OKC","Forward",2268,6,11,1,5,2,2,2,5,2,0,0,2,5,15,-2,"NoRookie","Lose"
"4428","MIN","OKC","Center",2221,11,16,5,9,3,4,1,4,8,2,2,0,5,30,-4,"NoRookie","Lose"
"4429","MIN","OKC","Guard",2421,12,17,4,5,4,4,1,4,9,2,0,4,2,32,0,"NoRookie","Lose"
"4430","MIN","OKC","Not Started",862,5,9,1,3,2,2,0,2,0,0,0,1,2,13,-9,"NoRookie","Lose"
"4431","MIN","OKC","Not Started",919,1,4,0,1,0,0,1,2,1,1,0,1,2,2,-10,"NoRookie","Lose"
"4432","MIN","OKC","Not Started",866,1,3,0,1,0,0,3,0,0,1,0,1,4,2,-19,"NoRookie","Lose"
"4433","MIN","OKC","Not Started",1253,5,8,0,1,2,6,1,4,2,0,0,0,2,12,1,"NoRookie","Lose"
"4435","OKC","MIN","Forward",1813,1,3,0,1,4,4,0,2,0,0,1,1,1,6,-6,"NoRookie","Win"
"4436","OKC","MIN","Forward",2210,7,16,2,9,5,5,0,7,3,2,1,1,0,21,1,"NoRookie","Win"
"4437","OKC","MIN","Center",2184,9,13,0,1,4,8,6,5,2,2,4,2,4,22,5,"NoRookie","Win"
"4438","OKC","MIN","Guard",2241,11,20,1,3,7,7,1,3,7,0,2,0,4,30,19,"NoRookie","Win"
"4439","OKC","MIN","Not Started",996,2,2,0,0,0,0,1,2,3,0,0,0,4,4,7,"NoRookie","Win"
"4440","OKC","MIN","Not Started",2342,10,17,1,3,4,4,0,2,2,1,1,2,4,25,13,"NoRookie","Win"
"4443","MIN","OKC","Forward",1980,5,8,2,3,0,0,1,2,1,0,0,3,3,12,11,"Rookie","Lose"
"4444","MIN","OKC","Guard",1587,4,13,0,6,1,2,0,1,0,2,0,0,1,9,-4,"Rookie","Lose"
"4445","MIN","OKC","Not Started",403,0,0,0,0,0,0,0,1,1,0,0,1,2,0,-8,"Rookie","Lose"
"4446","MIN","OKC","Not Started",1121,0,7,0,4,0,0,0,1,1,0,0,0,1,0,-16,"Rookie","Lose"
"4448","OKC","MIN","Guard",2492,8,13,1,1,12,12,1,4,2,1,0,3,2,29,9,"Rookie","Win"
"4449","OKC","MIN","Not Started",214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,"Rookie","Win"
"4450","OKC","MIN","Not Started",966,1,2,0,0,0,0,0,4,0,1,0,1,1,2,12,"Rookie","Win"
"4451","OKC","MIN","Not Started",442,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-5,"Rookie","Win"
"4452","GSW","CHI","Forward",1818,2,6,0,1,5,8,0,4,5,4,1,4,2,9,-6,"NoRookie","Win"
"4453","GSW","CHI","Center",1455,5,8,0,0,0,2,3,4,2,0,1,1,3,10,6,"NoRookie","Win"
"4454","GSW","CHI","Guard",2038,8,12,2,4,2,2,1,6,0,2,0,2,3,20,-5,"NoRookie","Win"
"4455","GSW","CHI","Guard",1714,2,8,2,8,1,2,1,6,5,0,0,4,2,7,-7,"NoRookie","Win"
"4456","GSW","CHI","Not Started",1783,6,10,1,3,1,1,0,4,3,1,0,1,1,14,10,"NoRookie","Win"
"4457","GSW","CHI","Not Started",913,4,6,1,1,0,0,1,2,1,0,1,1,1,9,1,"NoRookie","Win"
"4458","GSW","CHI","Not Started",468,1,1,0,0,1,1,0,1,0,0,0,2,0,3,-6,"NoRookie","Win"
"4459","CHI","GSW","Forward",1712,4,11,1,4,0,0,2,2,1,3,1,1,3,9,8,"NoRookie","Lose"
"4460","CHI","GSW","Forward",2167,8,17,4,11,0,0,0,3,1,3,0,3,3,20,0,"NoRookie","Lose"
"4461","CHI","GSW","Guard",2051,8,20,4,10,2,3,0,6,6,0,0,5,3,22,2,"NoRookie","Lose"
"4462","CHI","GSW","Guard",1939,3,7,0,1,0,0,0,2,5,2,0,3,3,6,2,"NoRookie","Lose"
"4463","CHI","GSW","Not Started",941,1,4,1,4,0,0,2,0,1,0,0,1,3,3,-4,"NoRookie","Lose"
"4464","CHI","GSW","Not Started",829,4,8,3,4,0,0,0,2,2,1,0,0,0,11,-4,"NoRookie","Lose"
"4465","CHI","GSW","Not Started",377,1,1,0,0,1,2,0,0,1,0,0,0,0,3,3,"NoRookie","Lose"
"4466","GSW","CHI","Forward",1882,5,10,0,2,3,4,0,3,2,2,1,1,2,13,14,"Rookie","Win"
"4467","GSW","CHI","Not Started",1256,3,4,2,3,0,0,0,0,6,0,0,1,5,8,2,"Rookie","Win"
"4468","GSW","CHI","Not Started",348,0,3,0,1,1,1,0,0,0,0,0,0,0,1,-6,"Rookie","Win"
"4469","GSW","CHI","Not Started",725,2,3,1,1,1,1,0,3,0,0,0,2,0,6,7,"Rookie","Win"
"4471","CHI","GSW","Center",2098,2,5,0,0,0,0,5,7,2,2,0,0,3,4,5,"Rookie","Lose"
"4472","CHI","GSW","Not Started",782,3,3,0,0,0,0,1,2,0,0,0,1,2,6,-7,"Rookie","Lose"
"4473","CHI","GSW","Not Started",1168,5,10,4,5,0,0,0,3,2,0,0,0,0,14,-10,"Rookie","Lose"
"4474","CHI","GSW","Not Started",336,0,2,0,2,0,0,0,0,0,0,1,0,0,0,-5,"Rookie","Lose"
"4475","WAS","MIA","Guard",2356,7,17,4,10,5,6,0,4,8,1,1,6,3,23,-8,"NoRookie","Lose"
"4476","WAS","MIA","Guard",1948,6,11,2,4,1,1,0,2,8,1,0,1,2,15,-3,"NoRookie","Lose"
"4477","WAS","MIA","Not Started",1958,7,20,5,13,0,0,4,6,1,0,2,0,0,19,-4,"NoRookie","Lose"
"4479","MIA","WAS","Forward",2186,9,16,2,5,8,11,3,8,11,1,2,3,2,28,13,"NoRookie","Win"
"4480","MIA","WAS","Forward",2193,10,16,0,0,4,7,3,11,4,0,2,2,2,24,20,"NoRookie","Win"
"4481","MIA","WAS","Center",836,1,2,0,0,1,1,1,2,3,0,1,0,1,3,4,"NoRookie","Win"
"4482","MIA","WAS","Not Started",1018,2,5,2,3,4,4,1,2,0,0,0,2,4,10,-8,"NoRookie","Win"
"4483","MIA","WAS","Not Started",1601,2,6,1,3,0,0,0,3,2,3,1,2,0,5,0,"NoRookie","Win"
"4487","WAS","MIA","Forward",913,3,3,0,0,1,1,0,2,3,0,0,0,3,7,2,"Rookie","Lose"
"4488","WAS","MIA","Forward",2351,6,15,0,2,2,2,1,5,2,1,0,1,1,14,-14,"Rookie","Lose"
"4489","WAS","MIA","Center",1835,7,14,1,4,4,4,2,7,1,2,0,2,5,19,-10,"Rookie","Lose"
"4490","WAS","MIA","Not Started",1416,2,7,0,4,0,0,2,3,3,1,1,0,1,4,-1,"Rookie","Lose"
"4491","WAS","MIA","Not Started",932,1,2,0,0,0,0,0,1,3,0,0,0,1,2,-6,"Rookie","Lose"
"4492","WAS","MIA","Not Started",691,0,2,0,2,0,0,0,0,0,0,0,1,4,0,-1,"Rookie","Lose"
"4494","MIA","WAS","Guard",2494,2,9,2,7,0,0,0,4,1,0,0,1,1,6,15,"Rookie","Win"
"4495","MIA","WAS","Guard",1778,6,14,1,3,1,1,2,1,4,0,1,1,1,14,0,"Rookie","Win"
"4496","MIA","WAS","Not Started",1921,10,18,2,7,0,0,0,7,2,2,0,1,1,22,7,"Rookie","Win"
"4497","MIA","WAS","Not Started",373,0,0,0,0,0,0,1,1,1,0,0,0,1,0,-6,"Rookie","Win"
"4498","DEN","BOS","Forward",1775,3,8,0,4,1,1,0,3,2,0,0,1,2,7,4,"NoRookie","Lose"
"4499","DEN","BOS","Forward",1235,2,6,1,2,0,0,2,4,1,0,0,2,2,5,1,"NoRookie","Lose"
"4500","DEN","BOS","Center",1841,13,21,1,5,3,3,4,6,4,1,2,1,3,30,0,"NoRookie","Lose"
"4501","DEN","BOS","Guard",1970,3,8,1,3,0,0,0,3,4,0,0,1,2,7,-6,"NoRookie","Lose"
"4502","DEN","BOS","Guard",2044,5,14,0,2,0,0,1,2,3,2,1,1,1,10,-10,"NoRookie","Lose"
"4503","DEN","BOS","Not Started",1039,2,4,0,0,1,2,2,3,1,2,0,1,1,5,-13,"NoRookie","Lose"
"4504","DEN","BOS","Not Started",1073,1,5,0,3,2,3,0,4,1,0,1,2,1,4,-24,"NoRookie","Lose"
"4505","DEN","BOS","Not Started",1200,3,9,1,5,0,0,1,2,0,0,0,1,2,7,-17,"NoRookie","Lose"
"4506","DEN","BOS","Not Started",836,2,5,0,1,5,6,0,1,2,0,0,2,0,9,-3,"NoRookie","Lose"
"4507","DEN","BOS","Not Started",910,1,7,0,3,0,0,0,0,0,0,0,0,1,2,-7,"NoRookie","Lose"
"4508","BOS","DEN","Forward",1968,8,15,3,7,2,2,0,7,2,0,0,1,3,21,10,"NoRookie","Win"
"4509","BOS","DEN","Forward",1794,10,19,4,8,2,2,0,7,5,1,0,1,1,26,14,"NoRookie","Win"
"4510","BOS","DEN","Guard",1707,4,5,1,1,0,0,1,1,2,0,0,3,1,9,11,"NoRookie","Win"
"4511","BOS","DEN","Guard",1717,8,16,3,8,0,0,0,2,3,2,2,4,2,19,3,"NoRookie","Win"
"4512","BOS","DEN","Not Started",1087,3,4,0,0,2,2,1,3,3,0,0,1,4,8,11,"NoRookie","Win"
"4513","BOS","DEN","Not Started",1720,1,4,1,4,0,0,0,4,1,0,0,0,3,3,15,"NoRookie","Win"
"4514","BOS","DEN","Not Started",1163,2,5,0,2,1,2,0,1,3,1,1,1,0,5,10,"NoRookie","Win"
"4515","DEN","BOS","Not Started",477,4,7,1,2,0,0,2,1,0,0,0,0,0,9,10,"Rookie","Lose"
"4517","BOS","DEN","Center",879,3,4,1,1,0,0,0,1,2,0,1,2,3,7,-2,"Rookie","Win"
"4518","BOS","DEN","Not Started",754,0,1,0,0,0,0,0,3,0,1,0,0,2,0,8,"Rookie","Win"
"4519","BOS","DEN","Not Started",571,1,2,0,1,0,0,0,2,0,0,0,2,2,2,1,"Rookie","Win"
"4520","BOS","DEN","Not Started",720,3,3,0,0,0,0,0,1,0,0,1,0,0,6,-8,"Rookie","Win"
"4521","BOS","DEN","Not Started",160,0,3,0,3,0,0,1,0,0,0,0,0,1,0,-4,"Rookie","Win"
"4522","BOS","DEN","Not Started",160,1,1,0,0,0,0,1,1,0,0,0,0,1,2,-4,"Rookie","Win"
"4523","IND","DET","Forward",1799,11,18,1,3,3,3,1,0,1,0,0,1,3,26,-5,"NoRookie","Lose"
"4524","IND","DET","Forward",2057,7,17,0,1,4,6,2,11,5,1,1,2,5,18,5,"NoRookie","Lose"
"4525","IND","DET","Center",2123,1,8,0,3,2,3,1,2,2,2,4,1,4,4,-7,"NoRookie","Lose"
"4526","IND","DET","Guard",2025,4,10,2,5,2,2,1,4,4,2,0,1,2,12,-5,"NoRookie","Lose"
"4527","IND","DET","Guard",1944,7,14,2,4,5,6,0,5,5,1,0,3,2,21,-4,"NoRookie","Lose"
"4528","IND","DET","Not Started",736,0,3,0,0,0,0,0,1,3,0,0,1,0,0,-2,"NoRookie","Lose"
"4529","IND","DET","Not Started",1491,1,2,0,1,0,0,0,3,0,1,3,1,0,2,-7,"NoRookie","Lose"
"4530","IND","DET","Not Started",956,4,7,2,4,0,0,0,2,4,1,0,0,1,10,-3,"NoRookie","Lose"
"4533","DET","IND","Forward",1554,2,3,1,1,0,0,0,2,0,0,0,0,1,5,-3,"NoRookie","Win"
"4534","DET","IND","Forward",1915,7,17,3,7,8,12,0,3,5,2,1,2,0,25,2,"NoRookie","Win"
"4535","DET","IND","Center",2452,9,17,0,1,7,9,7,15,1,3,2,1,5,25,17,"NoRookie","Win"
"4536","DET","IND","Guard",1916,5,8,2,3,3,3,0,1,4,0,0,5,4,15,22,"NoRookie","Win"
"4537","DET","IND","Not Started",1543,7,17,0,1,0,0,2,4,5,1,0,2,0,14,-3,"NoRookie","Win"
"4538","DET","IND","Not Started",1020,4,7,2,2,1,2,3,1,0,0,0,4,1,11,3,"NoRookie","Win"
"4539","DET","IND","Not Started",1694,2,8,1,7,0,0,0,2,0,1,1,0,1,5,4,"NoRookie","Win"
"4540","DET","IND","Not Started",373,0,0,0,0,0,0,0,2,0,0,0,1,2,0,-8,"NoRookie","Win"
"4543","IND","DET","Not Started",936,3,3,2,2,0,0,0,0,0,0,0,1,0,8,-3,"Rookie","Lose"
"4544","IND","DET","Not Started",333,0,1,0,1,0,0,0,0,0,0,1,0,1,0,-4,"Rookie","Lose"
"4546","DET","IND","Guard",1421,2,6,1,1,0,0,2,6,6,0,1,1,3,5,11,"Rookie","Win"
"4547","DET","IND","Not Started",512,1,4,1,2,0,0,0,1,0,0,0,1,0,3,-10,"Rookie","Win"
"4548","ORL","CLE","Forward",1980,4,9,1,1,0,0,0,6,0,1,4,2,2,9,-2,"NoRookie","Win"
"4549","ORL","CLE","Forward",1875,6,13,0,2,2,2,0,5,2,1,1,2,1,14,0,"NoRookie","Win"
"4550","ORL","CLE","Center",1867,2,5,0,0,1,1,5,1,2,1,2,2,2,5,-11,"NoRookie","Win"
"4551","ORL","CLE","Guard",1752,6,15,2,5,4,5,0,2,2,0,1,2,3,18,-2,"NoRookie","Win"
"4552","ORL","CLE","Guard",1616,3,9,0,0,2,2,0,5,2,1,0,3,1,8,-6,"NoRookie","Win"
"4553","ORL","CLE","Not Started",1596,6,14,4,10,5,5,1,2,1,1,0,2,1,21,11,"NoRookie","Win"
"4554","ORL","CLE","Not Started",1579,2,10,1,5,5,6,1,2,7,3,0,3,1,10,16,"NoRookie","Win"
"4555","ORL","CLE","Not Started",1135,2,2,0,0,0,0,2,5,3,2,0,1,2,4,8,"NoRookie","Win"
"4557","CLE","ORL","Forward",1894,5,12,3,7,1,2,0,5,4,4,1,2,2,14,2,"NoRookie","Lose"
"4558","CLE","ORL","Forward",2436,2,10,0,3,0,0,4,7,2,0,1,2,3,4,10,"NoRookie","Lose"
"4559","CLE","ORL","Center",1910,5,9,0,0,0,0,1,6,5,3,2,0,4,10,-2,"NoRookie","Lose"
"4560","CLE","ORL","Not Started",841,2,3,0,0,1,2,1,4,2,0,3,2,2,5,-6,"NoRookie","Lose"
"4561","CLE","ORL","Not Started",1280,3,11,2,7,0,0,1,0,2,0,0,2,1,8,-15,"NoRookie","Lose"
"4562","CLE","ORL","Not Started",861,2,4,1,3,0,0,1,1,4,0,0,0,1,5,-14,"NoRookie","Lose"
"4563","CLE","ORL","Not Started",341,0,2,0,2,1,2,1,1,0,0,0,1,1,1,-10,"NoRookie","Lose"
"4566","ORL","CLE","Not Started",1000,1,5,1,3,1,2,1,5,0,0,1,0,0,4,16,"Rookie","Win"
"4569","CLE","ORL","Guard",1813,8,16,1,3,2,2,1,2,1,1,0,3,0,19,8,"Rookie","Lose"
"4570","CLE","ORL","Guard",1806,3,8,1,5,2,2,0,5,1,0,0,2,3,9,9,"Rookie","Lose"
"4571","CLE","ORL","Not Started",1218,5,8,2,4,0,0,0,4,1,1,0,2,2,12,-12,"Rookie","Lose"
"4572","BKN","CHA","Forward",1829,8,13,6,8,0,0,0,1,5,1,0,0,1,22,4,"NoRookie","Win"
"4573","BKN","CHA","Forward",1919,6,9,2,4,2,2,0,5,5,1,0,2,2,16,4,"NoRookie","Win"
"4574","BKN","CHA","Center",1327,7,10,0,0,0,0,4,6,0,2,2,2,2,14,6,"NoRookie","Win"
"4575","BKN","CHA","Guard",1973,3,9,2,8,0,0,0,2,4,1,1,4,2,8,11,"NoRookie","Win"
"4576","BKN","CHA","Guard",1971,4,13,3,8,2,4,0,2,12,2,0,4,3,13,4,"NoRookie","Win"
"4577","BKN","CHA","Not Started",1553,6,7,0,0,4,4,5,8,3,0,2,1,2,16,1,"NoRookie","Win"
"4578","BKN","CHA","Not Started",1291,2,6,0,2,0,0,1,2,3,4,0,1,2,4,3,"NoRookie","Win"
"4579","BKN","CHA","Not Started",961,5,9,2,3,1,2,2,1,0,0,0,0,2,13,3,"NoRookie","Win"
"4580","CHA","BKN","Center",858,1,2,0,0,0,0,2,2,1,0,0,1,0,2,-7,"NoRookie","Lose"
"4581","CHA","BKN","Guard",2135,8,14,5,7,3,3,0,6,4,0,0,5,3,24,-20,"NoRookie","Lose"
"4582","CHA","BKN","Not Started",1985,1,5,1,4,0,0,2,2,3,2,0,1,3,3,-3,"NoRookie","Lose"
"4583","CHA","BKN","Not Started",1373,8,12,1,3,0,1,2,4,2,1,2,3,3,17,6,"NoRookie","Lose"
"4584","CHA","BKN","Not Started",1012,2,4,0,2,0,0,0,1,1,1,1,1,0,4,1,"NoRookie","Lose"
"4585","CHA","BKN","Not Started",691,0,3,0,2,0,0,0,1,1,1,0,0,0,0,1,"NoRookie","Lose"
"4586","CHA","BKN","Not Started",944,0,1,0,1,2,2,0,1,0,0,1,0,1,2,5,"NoRookie","Lose"
"4589","BKN","CHA","Not Started",719,0,3,0,1,0,0,1,2,3,0,0,1,2,0,-2,"Rookie","Win"
"4590","BKN","CHA","Not Started",858,1,9,0,4,3,3,2,5,0,1,0,1,3,5,1,"Rookie","Win"
"4592","CHA","BKN","Forward",1303,2,7,2,4,3,3,1,2,0,0,0,2,1,9,-15,"Rookie","Lose"
"4593","CHA","BKN","Forward",2083,6,16,2,6,0,0,2,3,3,0,2,2,4,14,-9,"Rookie","Lose"
"4594","CHA","BKN","Guard",2016,8,19,6,11,7,8,1,2,8,1,0,4,1,29,6,"Rookie","Lose"
"4595","PHX","NOP","Forward",2821,6,21,1,4,1,3,6,9,1,3,4,3,4,14,-5,"NoRookie","Win"
"4596","PHX","NOP","Forward",1556,4,9,0,3,1,1,2,1,1,1,0,1,6,9,4,"NoRookie","Win"
"4597","PHX","NOP","Center",1958,7,15,2,3,4,4,4,2,1,2,0,2,4,20,13,"NoRookie","Win"
"4598","PHX","NOP","Guard",2547,13,23,5,11,13,13,2,6,9,2,0,5,4,44,11,"NoRookie","Win"
"4599","PHX","NOP","Guard",2506,6,15,1,5,0,0,2,4,15,4,1,3,2,13,11,"NoRookie","Win"
"4600","PHX","NOP","Not Started",683,2,2,0,0,4,4,0,4,1,0,0,0,4,8,-1,"NoRookie","Win"
"4603","NOP","PHX","Forward",2469,10,18,2,6,1,3,2,5,6,5,0,4,4,23,-2,"NoRookie","Lose"
"4604","NOP","PHX","Forward",1824,6,10,2,3,7,7,0,6,4,0,0,6,6,21,-2,"NoRookie","Lose"
"4605","NOP","PHX","Guard",2059,7,11,5,7,7,8,0,4,2,1,0,3,5,26,-14,"NoRookie","Lose"
"4606","NOP","PHX","Guard",2607,6,9,4,5,4,4,0,6,11,3,2,7,2,20,5,"NoRookie","Lose"
"4607","NOP","PHX","Not Started",1288,3,11,2,9,1,2,0,4,1,0,0,0,3,9,-16,"NoRookie","Lose"
"4608","NOP","PHX","Not Started",584,0,4,0,2,0,0,0,1,0,1,0,0,0,0,1,"NoRookie","Lose"
"4612","PHX","NOP","Not Started",1293,5,6,1,1,0,0,0,1,0,1,0,3,2,11,-2,"Rookie","Win"
"4613","PHX","NOP","Not Started",556,0,3,0,1,2,2,0,2,1,2,0,0,0,2,-1,"Rookie","Win"
"4614","PHX","NOP","Not Started",1862,7,12,4,8,0,0,3,3,1,1,1,1,3,18,8,"Rookie","Win"
"4615","PHX","NOP","Not Started",118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"Rookie","Win"
"4617","NOP","PHX","Center",1970,6,8,0,0,5,7,4,1,1,0,5,1,5,17,5,"Rookie","Lose"
"4618","NOP","PHX","Not Started",1486,2,5,1,3,1,2,0,4,1,0,2,0,2,6,-5,"Rookie","Lose"
"4619","NOP","PHX","Not Started",970,1,3,0,2,1,2,0,1,0,2,0,1,2,3,-10,"Rookie","Lose"
"4620","NOP","PHX","Not Started",643,3,8,1,4,0,0,0,2,1,1,0,1,0,7,3,"Rookie","Lose"
"4621","HOU","TOR","Forward",1755,9,18,8,17,2,2,1,1,3,1,0,2,2,28,2,"NoRookie","Win"
"4622","HOU","TOR","Forward",2312,6,12,5,10,1,2,3,8,2,1,0,1,5,18,8,"NoRookie","Win"
"4623","HOU","TOR","Center",1931,3,9,0,0,0,0,9,4,2,2,1,5,3,6,-6,"NoRookie","Win"
"4624","HOU","TOR","Guard",2424,7,11,3,5,6,6,0,7,3,5,1,4,5,23,7,"NoRookie","Win"
"4625","HOU","TOR","Guard",2125,7,27,0,6,5,6,5,8,11,2,0,8,3,19,7,"NoRookie","Win"
"4626","HOU","TOR","Not Started",1658,3,9,3,8,0,0,2,3,5,0,0,1,2,9,18,"NoRookie","Win"
"4627","HOU","TOR","Not Started",1618,5,11,3,8,3,3,0,1,3,0,0,0,2,16,6,"NoRookie","Win"
"4628","HOU","TOR","Not Started",366,0,1,0,1,0,0,0,1,0,0,0,1,2,0,6,"NoRookie","Win"
"4631","TOR","HOU","Forward",1410,4,11,1,7,0,0,1,3,4,1,0,0,2,9,6,"NoRookie","Lose"
"4632","TOR","HOU","Forward",2180,9,22,2,8,4,4,1,8,2,2,1,3,3,24,-2,"NoRookie","Lose"
"4633","TOR","HOU","Center",1736,2,4,1,3,0,0,1,5,5,4,2,2,2,5,10,"NoRookie","Lose"
"4634","TOR","HOU","Guard",2510,5,8,3,5,6,6,1,4,8,1,0,4,3,19,-7,"NoRookie","Lose"
"4635","TOR","HOU","Guard",2309,7,13,3,7,3,4,0,6,5,3,1,2,4,20,-2,"NoRookie","Lose"
"4636","TOR","HOU","Not Started",1043,4,10,0,2,2,2,3,2,2,0,0,2,3,10,-19,"NoRookie","Lose"
"4637","TOR","HOU","Not Started",1475,4,8,0,2,6,8,0,2,1,2,0,2,2,14,-14,"NoRookie","Lose"
"4638","TOR","HOU","Not Started",687,1,6,0,0,0,0,4,1,0,0,0,1,1,2,-4,"NoRookie","Lose"
"4640","HOU","TOR","Not Started",211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"Rookie","Win"
"4642","TOR","HOU","Not Started",854,2,6,2,5,0,0,1,2,0,1,1,1,1,6,-13,"Rookie","Lose"
"4643","TOR","HOU","Not Started",196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,"Rookie","Lose"
"4646","DEN","NYK","Forward",1445,6,9,4,4,1,2,0,2,2,1,0,0,2,17,11,"NoRookie","Win"
"4647","DEN","NYK","Forward",1295,4,10,1,4,1,2,2,4,3,0,2,2,2,10,13,"NoRookie","Win"
"4648","DEN","NYK","Center",1484,3,7,0,1,0,0,1,9,8,0,1,0,2,6,10,"NoRookie","Win"
"4649","DEN","NYK","Guard",1312,3,4,2,2,0,0,0,2,2,1,0,1,0,8,0,"NoRookie","Win"
"4650","DEN","NYK","Guard",1331,5,9,1,3,3,4,2,1,4,0,0,1,0,14,10,"NoRookie","Win"
"4651","DEN","NYK","Not Started",1269,6,9,3,5,1,4,0,3,1,0,0,1,2,16,26,"NoRookie","Win"
"4652","DEN","NYK","Not Started",1549,6,9,1,3,2,2,0,3,6,3,1,1,4,15,27,"NoRookie","Win"
"4653","DEN","NYK","Not Started",1435,4,12,4,8,0,0,1,2,4,0,0,1,2,12,26,"NoRookie","Win"
"4654","DEN","NYK","Not Started",1253,5,5,0,0,1,2,3,8,6,3,1,3,3,11,32,"NoRookie","Win"
"4655","DEN","NYK","Not Started",1418,5,9,3,6,1,2,0,2,1,0,0,1,0,14,33,"NoRookie","Win"
"4656","NYK","DEN","Forward",1578,4,13,2,9,0,0,0,2,2,0,1,0,2,10,-16,"NoRookie","Lose"
"4657","NYK","DEN","Forward",1286,2,9,0,3,2,4,0,4,4,0,0,1,0,6,-18,"NoRookie","Lose"
"4658","NYK","DEN","Center",1084,2,3,0,1,0,0,1,1,2,0,1,0,1,4,-16,"NoRookie","Lose"
"4659","NYK","DEN","Guard",1422,3,5,3,4,0,0,0,0,1,0,0,1,2,9,-20,"NoRookie","Lose"
"4660","NYK","DEN","Not Started",1063,1,7,0,2,2,4,0,3,4,0,1,2,2,4,-7,"NoRookie","Lose"
"4661","NYK","DEN","Not Started",677,2,5,0,0,0,0,0,2,2,0,0,4,2,4,-17,"NoRookie","Lose"
"4662","NYK","DEN","Not Started",1594,3,8,0,3,4,5,0,4,0,0,1,1,4,10,-19,"NoRookie","Lose"
"4663","NYK","DEN","Not Started",246,1,1,1,1,0,0,0,1,1,0,0,0,0,3,-1,"NoRookie","Lose"
"4664","NYK","DEN","Not Started",646,1,3,0,1,0,0,0,1,1,3,0,1,0,2,-5,"NoRookie","Lose"
"4665","DEN","NYK","Not Started",316,2,4,2,3,0,0,0,3,1,0,0,2,1,6,-2,"Rookie","Win"
"4666","DEN","NYK","Not Started",293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,"Rookie","Win"
"4667","NYK","DEN","Guard",1318,4,10,1,5,0,0,1,2,5,3,1,3,2,9,-21,"Rookie","Lose"
"4668","NYK","DEN","Not Started",1796,6,8,0,0,5,8,3,4,1,2,1,0,0,17,-21,"Rookie","Lose"
"4669","NYK","DEN","Not Started",1302,3,8,2,4,0,0,0,2,0,1,1,0,0,8,-21,"Rookie","Lose"
"4670","NYK","DEN","Not Started",388,2,3,0,1,2,2,0,2,0,0,0,1,1,6,-3,"Rookie","Lose"
"4671","PHI","WAS","Forward",2383,13,28,3,8,4,4,2,5,3,0,1,1,1,33,-4,"NoRookie","Lose"
